variances,average of variances,variance of variances,frequencies,average of distances,word_length,nn_len,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,class
0.05114361,0.0525810368359088,0.0533410459756851,34,0.7620412826538085,12,6.4,-0.18466601,-0.23353522,0.15075472,-0.16722114,-0.14884333,-0.08536608,-0.11340075,0.05523213,-0.10644019,0.04478803,0.07365994,0.119165,-0.16638663,0.02161847,-0.11107292,0.06661879,-0.16594626,-0.0329648,0.10853171,0.07206843,-0.0932707,-0.04022177,-0.13178511,0.06959286,-0.06209968,-0.26334232,0.08527283,-0.06348361,0.1873904,-0.0532,0.27268937,-0.03339966,-0.17763224,-0.00483249,-0.25375158,0.03674159,0.01304399,0.19206753,-0.00040893,-0.00563563,-0.12907133,-0.1496433,-0.05992599,0.24277025,0.08656516,0.28927037,0.02908928,-0.04932678,-0.02948461,-0.01818308,0
0.05722126,0.0578794874250888,0.0079947365447878,10371,0.8918575167655944,7,6.8,0.00650288,-0.08853053,-0.01664516,-0.06477576,0.07662658,0.04379972,-0.04174427,0.01337838,-0.06729598,0.04452771,-0.21128856,0.04252432,-0.15656538,-0.00725184,0.08851527,0.09482135,0.04554886,-0.11128128,0.07853498,0.19456854,0.00493456,-0.00724693,-0.01213768,0.05103273,-0.01312425,-0.02454248,-0.08092183,-0.04446834,0.01577791,-0.06077661,0.08952963,0.0737972,-0.05954443,0.11820456,-0.20115137,0.17334424,0.09431925,0.01749088,0.08870634,-0.01597031,-0.09068228,0.11493649,-0.05162999,0.0672581,-0.11033624,-0.12278051,-0.11752052,-0.09340429,-0.14314844,-0.04846777,0
0.05635926,0.0560210041701793,0.0124495876953005,1431,0.9080830574035644,8,9.0,0.17421864,-0.05797997,0.0660162,-0.04642861,0.13386619,0.0097795,0.08030609,0.1061355,-0.06158371,-0.06688318,-0.02702316,-0.05955902,-0.06267101,-0.01408284,0.03321246,-0.00877653,-0.03534725,-0.03725884,0.03832069,0.17983377,0.18801787,0.07861554,0.10178185,0.12716445,-0.01336569,0.00833778,0.00760552,0.08096531,0.05148708,0.09648251,0.10570621,-0.05753283,0.00752672,0.14356463,-0.07530118,0.09123344,0.10520901,0.13667455,0.03477092,-0.16580236,-0.20796499,0.09592919,-0.14124377,0.18043211,-0.29906118,-0.11439282,-0.15380935,0.01231937,-0.06598664,-0.00212912,0
0.05504084,0.0535631977021694,0.0247654244303703,72,0.772330904006958,9,8.6,0.01106631,-0.17721589,0.13601479,-0.16048504,-0.02587006,-0.18737173,-0.02827017,0.2796381,-0.11983024,0.09275156,0.11517512,0.18090269,-0.10349496,0.05329509,0.06145113,0.05480121,-0.12014561,-0.04175421,-0.02271954,0.07691735,0.08027785,-0.02794039,0.03091976,0.0088259,0.13610937,-0.21753743,-0.01490034,-0.06037658,0.04420818,0.1366561,-0.10362729,0.07036647,-0.11930016,-0.08360399,-0.28392896,0.06313737,0.14835352,-0.11416564,0.04292946,-0.20714705,-0.02683743,0.08877879,0.18821613,0.12985614,0.02266186,0.04424002,0.0677733,0.04816743,-0.03434508,0.18073742,0
0.05058043,0.0497351683676242,0.0232279691845178,3,0.7250424981117248,16,7.8,-0.09494226,-0.2514838,0.03024954,-0.00492008,-0.27048776,-0.13264164,-0.18966354,0.17202592,-0.03816314,-0.19006704,0.18578447,0.11823189,-0.19853765,0.07382519,-0.0597819,-0.1238794,0.00222669,-0.16125569,-0.01155774,0.02622814,-0.05980555,0.13225953,0.16291119,0.04321727,-0.06916787,-0.03527398,-0.14971861,0.00053766,-0.13459855,-0.12864497,-0.11162967,0.19425392,-0.04472652,0.20029514,-0.09863228,0.14487495,0.05186673,0.12666991,0.09821273,0.17112319,-0.18795991,0.08346418,0.17055482,0.00820273,0.07567667,-0.1258062,0.12632737,-0.15333213,0.18828987,0.16481657,0
0.05117102,0.0501715399324893,0.0334866568446159,2,0.7017772555351257,13,8.0,0.01577897,-0.23881148,0.1007681,0.1858626,-0.2673185,-0.19313133,-0.24191873,0.0998251,-0.18031721,-0.06679764,0.0166045,-0.00117443,-0.24722864,0.11834646,-0.18412425,0.12075662,0.03155887,-0.19285141,-0.1068138,0.10090876,-0.0345718,-0.03526828,0.1654508,-0.17367025,0.05133009,-0.15393525,-0.158335,-0.02408105,-0.04989373,0.00062302,0.24788538,-0.09137033,0.15916431,0.0080405,-0.07809284,-0.10170162,0.23657072,-0.05207561,-0.03449997,0.07456834,-0.11886193,-0.10094909,0.17955798,-0.18184966,0.12519848,0.07209484,-0.11999722,-0.08782914,0.03363796,-0.14720108,0
0.05505732,0.0552216477692127,0.0126915164291858,75563,0.8902419090270997,6,6.2,0.14530598,0.0076385438,0.014678661,-0.027512092,0.14262548,-0.18339397,0.034025393,-0.090834938,0.026470425,0.12913319,-0.10793083,-0.022956779,-0.096524917,0.14503901,-0.16251074,0.17834766,0.046147555,0.13171126,-0.043287139,0.15597168,-0.028574703,-0.00016555173,-0.12509967,0.033473201,-0.049410049,0.061297823,0.092767067,0.042527128,0.010368261,-0.12347294,-0.027176054,0.091581814,-0.042241085,0.016891634,-0.22235595,0.027248917,0.023629341,-0.021929312,0.012478921,-0.048435453,0.026071541,0.15601036,0.0091580618,0.023635637,0.031677663,-0.030279243,-0.08749444,0.0093363784,0.079932019,0.034845065,0
0.05349388,0.0509373471140861,0.0381784103810787,1,0.7008365511894226,12,15.2,0.05541149,0.14010277,0.22863409,-0.00132744,0.10953763,-0.2115969,0.11203604,-0.07030495,-0.09978559,0.1050956,0.31557304,-0.19076625,0.10341749,0.02323875,-0.11715758,0.03610314,0.1357067,0.10433929,-0.14560206,-0.02528793,0.04435125,-0.09807675,-0.0508419,-0.03834898,0.18912847,-0.06025432,0.04261538,0.09092674,-0.12223343,-0.07240006,0.22816963,0.01011654,-0.03003917,-0.0022209,-0.16556029,0.19175455,-0.04081872,-0.03332265,-0.11390716,-0.1700002,0.21968329,-0.16940671,-0.16503918,0.03868324,-0.15280671,0.12052915,0.00963242,-0.13377814,-0.01827499,0.01993131,0
0.05065562,0.0506782881915569,0.0398716554045677,2,0.7169260025024414,14,7.8,-0.24866967,0.08840743,0.22294156,-0.10240843,-0.2862926,-0.07301445,-0.20972873,-0.02531854,-0.14241464,-0.17702293,0.16158545,0.11655284,-0.04783176,0.1325968,0.0405809,0.17689736,-0.05680785,0.17359027,-0.13074142,-0.16873702,0.11468037,0.21372157,-0.141161,-0.20254377,-0.05160747,-0.12627985,-0.05046078,-0.07318994,0.19759963,-0.07565065,0.17612948,0.01943408,-0.08007845,-0.09890708,-0.15279044,-0.14773157,0.10392817,-0.0313755,-0.04413026,-0.06091024,0.06026639,0.17945589,0.17080608,-0.08959747,0.0272379,0.24087025,-0.14945458,-0.15785554,-0.09463073,-0.16709283,0
0.05689048,0.0580959483981132,0.0179461520165205,50090,0.9399443626403808,8,6.0,0.0297673,-0.06336637,-0.08629351,-0.07502163,-0.06327163,0.14070556,0.02447533,0.0156552,-0.07665654,0.10155188,-0.159595,0.01128576,-0.12727298,0.05838626,0.09531753,0.08100764,0.04180679,-0.13319774,0.06710047,0.03598439,0.0052265,-0.02108168,-0.00299058,0.01180615,0.06248784,0.03095788,0.08722013,-0.22231686,0.08328125,0.093802,0.00324252,-0.0299773,0.05633879,0.03236631,-0.05224118,0.03022276,0.10168292,0.08850706,-0.02063386,-0.0501023,0.0462924,0.04760145,-0.05108783,0.02626104,0.00280016,-0.1225646,-0.10258433,0.03529096,-0.08085428,0.0509905,0
0.0584555,0.0586634464561939,0.0146242380142211,4842,0.9270426630973816,8,6.2,0.09194378,-0.09894467,-0.08897071,-0.04948531,0.035266,0.05395347,-0.02977553,0.03411485,-0.10490229,0.00227367,-0.14603062,-0.0355082,-0.04614927,0.03695146,0.02592482,-0.02809408,-0.02715543,-0.09655829,0.02156756,0.08762872,-0.02025732,0.02509973,0.11189347,0.09126575,0.01377025,-0.05805859,0.14020127,-0.11285605,0.01605444,0.01000397,-0.00581454,-0.13590828,-0.07855128,0.02601095,-0.17120786,0.17289826,0.08368892,0.13461965,0.03208571,-0.02945028,-0.015913,0.15112063,-0.02228892,0.1273874,-0.05706948,-0.06012561,-0.06292415,-0.02149457,-0.13595532,0.07402261,0
0.05437553,0.0550667248666286,0.0442976430058479,158,0.7561092138290405,6,6.8,-0.0343204141,-0.0860600993,-0.0432016142,0.105642773,0.0289257932,-0.156210646,0.000330173323,0.255445004,0.00209175842,0.133928075,-0.0764870942,0.0532372072,-0.102246158,0.126032561,-0.0804774091,0.032054361,-0.0898640007,0.0100053595,0.0878535956,0.140296578,-0.0486675166,0.0669190139,0.283569366,0.0871428028,0.0936091915,0.0269407034,0.102798216,-0.276290923,0.148954347,0.0813003033,0.122170195,-0.149405658,-0.03654138,-0.0810583085,-0.158818707,0.335986406,0.0634054989,0.170223564,0.115355618,-0.029695794,-0.105417103,0.0450139865,-0.0647709742,0.215999439,0.0191842951,0.0683929399,0.160023317,-0.054925669,-0.0406695977,0.091807574,0
0.05011443,0.052051293104887,0.0269043687731027,1,0.7219572782516479,12,11.2,-0.181268468,0.00857667066,0.00597805576,0.0350931063,0.0286543518,0.126647174,0.052025117,0.243202135,0.121226922,-0.103021793,-0.0363736115,0.000205017379,0.164205864,-0.141017944,0.209200263,-0.0782602206,0.132952198,0.12560384,-0.11899209,0.0576146059,0.11604961,-0.112966172,-0.0904048458,-0.0208737776,0.115389131,0.0689964816,-0.0861424357,0.196260527,-0.163700372,0.0810449868,-0.199028388,-0.180969045,0.16978617,0.19678995,-0.192373469,-0.0519002005,0.146878153,-0.113425687,0.00614380604,0.0727691874,0.203476653,0.183556572,0.11794053,-0.111328922,0.067505978,-0.280236125,0.0166350342,-0.115840755,0.116300806,-0.211898133,0
0.05149003,0.0513012252748012,0.0290778242051601,71,0.7776495456695557,8,7.6,-0.16025542,-0.2163676,0.18458922,-0.13456641,-0.00403936,-0.09518203,-0.02407747,0.1219102,0.00931237,-0.02358414,-0.07237823,0.24820188,-0.09391779,0.11715113,-0.08893418,0.03662038,-0.12841365,-0.04185519,0.1576429,0.01781292,-0.06714034,0.08545842,-0.08683835,0.20221375,0.16388425,-0.15697904,0.04436187,-0.1511223,0.05291454,0.1089872,0.14508006,0.06756247,-0.20962606,0.0994617,-0.13927941,0.16411588,0.15775675,-0.00501042,-0.15984331,0.00741329,-0.09713439,-0.07627642,-0.1937258,0.19311251,0.02149427,0.10819116,0.17472741,-0.1734798,0.05967166,-0.06245804,0
0.05526809,0.0539528436958789,0.0317620113492012,1733,0.7741517782211303,6,7.2,0.04904328,-0.27226755,-0.04793554,-0.06274944,-0.0461421,-0.07636934,-0.06393006,0.03784047,-0.0529189,0.01258048,-0.16752739,-0.00295466,-0.1468185,-0.02328095,-0.0692967,0.16956165,0.02213931,-0.10488758,-0.05176901,0.14976403,0.10287918,0.05213054,-0.03742297,-0.02664405,-0.04355174,-0.12379219,-0.1556901,-0.04625741,0.1051681,0.03886755,0.11069278,0.12911865,-0.2573416,0.19373626,-0.14010845,0.15962651,0.13500619,-0.05234367,0.07999808,0.04839453,-0.01390092,-0.12949233,0.06802996,0.1356364,-0.11542545,-0.16418213,0.07015492,0.07034317,0.00210148,0.15435956,0
0.05106075,0.0494267918169498,0.0290681943297386,2,0.7127481579780579,19,10.8,-0.2404667,0.09908469,-0.01944309,-0.07462418,-0.18415864,-0.02087285,-0.18339552,0.1970301,-0.04653467,-0.14242382,0.22808228,0.19825697,0.11307941,0.07297757,-0.19187371,0.16822807,0.08818278,-0.10058446,-0.18883221,-0.15661971,0.23112462,-0.14795563,0.15523547,-0.05140858,0.0815127,-0.04791291,-0.18919456,0.10952187,0.09124833,0.16661897,-0.06452437,-0.03211796,-0.15151048,0.05577961,0.09530205,-0.15610906,0.04771112,-0.0367706,0.16001673,-0.11154533,-0.10242181,-0.062511,0.19326377,0.07962517,0.2815934,-0.01555497,-0.10260432,-0.05144261,-0.15111257,-0.00787584,0
0.05559571,0.052953665703535,0.033074676990509,5018,0.7953850030899048,5,7.0,-0.05951774,-0.03562172,0.02560537,-0.01919684,0.04488148,0.13351834,-0.10396238,-0.10626881,-0.11423051,0.13660698,-0.08387633,0.01472042,0.06836363,-0.06201337,-0.02059269,0.19955172,-0.02413437,-0.07364026,-0.06352825,-0.09484003,-0.05174419,-0.01288324,0.01658529,-0.10481209,-0.02400795,-0.05336384,-0.07862205,0.13216203,0.04959489,0.02571834,-0.2724569,0.05160699,-0.04117673,0.0497975,-0.02741836,-0.05073861,0.07399707,-0.26901546,0.05725091,-0.04995507,-0.03586213,-0.06930898,0.0108532,0.0594158,-0.05504945,-0.12935114,-0.07815616,-0.00066177,0.09224041,-0.05062216,0
0.05273678,0.0502585180103778,0.0397298596799373,128,0.7718513250350952,7,6.0,0.05416278,-0.14173703,0.15585661,0.16389212,-0.26639122,0.13656855,0.06011309,0.2627127,-0.12327128,0.02171756,-0.09599998,0.02318605,-0.05349573,-0.0009161,0.1159533,0.03473337,-0.04358449,-0.00378356,-0.09942632,0.19802351,0.10989248,0.22945756,-0.14614989,-0.06420214,-0.06565271,0.02562245,0.04536184,0.08432227,-0.07330263,0.26213214,0.08258685,-0.19906503,-0.27429482,-0.11202604,-0.15877046,0.18094227,0.14108755,0.14373124,0.14210002,-0.27776873,0.22191413,0.01154997,0.09708974,0.12677528,-0.07344665,-0.09714404,0.06007002,-0.15668492,0.0434629,0.03652141,0
0.05136216,0.0506433300673961,0.0341828167438507,2,0.6965695381164551,15,8.6,-0.2237328,0.04425262,-0.1466457,-0.30553937,0.0064497,0.09540111,0.08419874,0.03747291,-0.24914816,-0.14160214,0.19948307,0.14590634,0.01776211,0.04313485,0.00194316,0.07173336,0.12457769,0.08167538,-0.11973021,-0.08169165,0.2558121,-0.11503588,0.06835099,-0.06994212,0.19643627,-0.24451587,0.13669471,0.02780199,-0.1439889,0.24805994,-0.04543613,0.00907494,-0.14311488,-0.15298903,-0.03943539,-0.18902175,-0.04726323,-0.21503818,0.0006488,-0.02022579,-0.19451815,-0.15567832,0.02757537,0.03170965,0.08559619,0.22631525,-0.04936569,-0.03530873,-0.18120258,-0.10431083,0
0.05238807,0.0548693366348743,0.0397242717444896,31,0.8031237244606018,7,8.2,0.112489291,-0.227020457,0.19467406,-0.163469091,-0.0942301378,-0.199916616,-0.00187082717,0.290148735,-0.197822601,0.10415744,0.072984077,0.0380736142,-0.00694799749,0.0705122426,0.0190038625,-0.0228118375,-0.104769535,-0.0182807017,-0.000582553737,-0.000130283297,0.155535907,0.146844104,0.242728651,-0.00470383512,0.00915542338,-0.117115356,-0.152725175,0.0296693258,-0.0615988821,0.147834584,0.0945753753,0.0200106669,-0.212082863,0.0746490285,-0.142305806,0.115564175,0.197408497,0.0873819739,0.0469128564,-0.0281201228,0.0239174385,-0.100734748,-0.002335547,0.244366333,0.0845890939,-0.0806530118,-0.195895612,-0.0946464241,0.039926853,0.038067054,0
0.05380405,0.0537984400987625,0.0172717161476612,152,0.8113113760948181,7,6.2,-0.13516967,-0.00946673,0.0879687,-0.16718467,-0.17045228,-0.14139193,0.01005352,0.15950796,-0.05479846,-0.05609834,0.1523162,0.03213603,-0.18271513,0.04144614,-0.01058153,-0.07540803,-0.17109975,0.03758965,-0.00268295,0.06312194,0.04908655,0.05247837,-0.04269625,0.01633426,0.07826411,-0.28930455,-0.09164397,-0.09891982,0.11910218,0.09449302,0.02278152,0.01489853,-0.14074932,-0.06850968,-0.19166657,0.0975724,-0.07276729,-0.03457096,-0.15725599,0.02156955,-0.08562285,-0.03636795,-0.00298968,0.12084746,0.1695914,0.23457591,0.02559678,-0.2356833,0.15861562,-0.0203584,1
0.05378638,0.0529054850339889,0.031819462776184,1382,0.9352890253067015,7,10.2,-0.18828005,-0.07258648,0.04650785,-0.13242663,-0.15256074,-0.08228138,0.04623174,0.14746524,-0.11673034,-0.04462463,0.10963887,0.03686422,-0.19374456,-0.02900874,0.09223864,0.00775281,0.0867553,0.05329766,0.06220701,0.10027315,0.13674708,0.2451491,0.16047741,0.06402359,-0.03679713,-0.21528105,-0.01367371,0.04342671,0.04816774,0.11396372,0.02057252,0.06506453,0.06665306,0.15557428,-0.00776304,0.00128575,0.18551761,-0.16030847,-0.12224803,-0.1898129,-0.0272493,-0.03373226,0.03928351,0.04466334,0.26182562,0.16718929,0.01307907,-0.0779632,0.02237902,-0.05666621,1
0.05573446,0.0548483841121196,0.0137725537642836,1609,0.886703634262085,6,6.4,-0.19635612,-0.07501806,0.12492611,-0.04087315,-0.15528037,-0.14383827,0.03279192,0.20767686,-0.21779303,-0.09573206,0.06210194,-0.09138998,-0.14589147,0.05124742,0.03726421,-0.12675694,-0.00641285,0.03906839,0.08576824,0.03958713,0.06739555,0.07943176,-0.06547508,-0.01072794,-0.05833301,-0.21638152,-0.06188159,-0.12297904,0.076324,0.05251602,-0.05974878,0.01786408,0.02508504,0.07225052,-0.04848146,-0.01766698,0.00816876,-0.11801621,-0.05755411,-0.14325842,-0.01673978,-0.01491028,0.14042044,-0.00508666,0.16725564,0.17827773,-0.01482807,-0.04021005,-0.01620862,-0.06250698,1
0.05008325,0.0502109922468662,0.0360125228762626,2,0.717245614528656,19,23.0,-0.2890495,0.13592505,-0.06463259,-0.30278912,0.01207572,-0.04674902,0.16820823,0.3068928,0.13257538,-0.09941844,0.01550571,-0.11665515,-0.20761342,-0.09096064,-0.16166922,-0.13856658,-0.22998919,-0.17946355,-0.15741725,-0.18997242,0.15767367,-0.00263191,0.00244994,0.014856,-0.07857331,-0.14499249,0.03968544,0.12498287,0.02928808,0.1765085,0.1634019,0.01023044,0.17967129,0.08360464,0.05986863,-0.20601563,-0.05146478,-0.05149051,0.11198176,0.05567753,-0.08340299,-0.16602544,0.09320071,-0.03907857,0.01250172,0.26158097,-0.03510706,-0.05611136,0.03109668,0.14854833,0
0.05646932,0.0584068596363067,0.0179693978279829,18202,0.898902428150177,5,4.6,-0.09118218,-0.16256313,-0.02961582,-0.12909618,-0.07291493,0.05582926,-0.01174909,0.08323848,-0.10962377,0.0309098,-0.00645574,0.09649497,-0.15298519,0.01627904,-0.04538749,-0.04109886,-0.08457705,-0.10890767,0.05397241,0.06102043,0.03338143,0.19000095,0.0699779,0.03538126,-0.03316535,-0.08492017,-0.03064246,-0.17751144,0.09664025,0.08481427,0.05381916,-0.00136523,-0.10076994,0.12556247,-0.15769191,0.13476828,0.16323993,-0.00229557,-0.09942711,0.02539531,-0.04667977,0.08750732,0.03728931,0.16115558,0.00122784,0.06821697,-0.01896807,0.00747152,-0.07370844,-0.03345122,0
0.04909444,0.0510420270264148,0.0434079654514789,24,0.7859679579734802,7,9.0,-0.18336266,-0.14978324,-0.13212009,-0.18622229,-0.20035012,-0.28071392,-0.12708549,0.17074698,0.00938196,-0.11656334,0.03041635,-0.1458958,-0.00425465,0.03113137,0.0115382,0.1186645,-0.04368507,-0.03297209,0.08484077,0.01046465,0.20592126,0.10126782,-0.01272003,-0.03092037,-0.17528945,-0.35868835,-0.14470923,0.00279212,0.17029622,0.18897179,-0.16470414,0.07078417,0.22550377,-0.09044956,-0.03053164,-0.00647887,0.16529721,-0.09183187,0.02009828,-0.2357573,-0.0591953,-0.1543216,0.07375578,-0.00218818,0.26527756,0.1747488,-0.08372515,0.0574294,0.02913581,-0.03402296,0
