variances,average of variances,variance of variances,frequencies,average of distances,word_length,nn_len,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,class
0.05311486,0.0516198255121707,0.0232019741088151,16824.0,0.9157497882843018,5.0,9.0,0.15808798,-0.11542805,-0.01380219,-0.08753879,0.17017342,0.07999901,0.12816314,0.03001153,0.02816127,-0.11018755,0.12450504,-0.13524923,0.05365742,0.12335493,-0.2315359,-0.08860144,0.20644388,0.1232591,-0.13986883,-0.036449,0.02480582,0.24536422,-0.01819353,-0.1213178,0.03522181,-0.0695487,-0.04573944,-0.20565039,0.09167869,0.13092141,0.06582129,-0.01130186,0.14768346,-0.03774293,-0.17466846,-0.1046368,-0.14135496,-0.08647493,-0.15840088,-0.08284872,-0.07675493,0.0641559,-0.09076775,-0.10947868,0.02219255,-0.07325258,-0.18818009,-0.12491427,-0.02533819,0.04400233,1.0
0.04990929,0.0520162045955657,0.0178790483623743,8.0,0.7234513759613037,13.0,7.6,0.06426099,0.02494504,-0.12252922,-0.17962079,0.18291429,0.11698646,0.07174961,0.03885852,-0.03496335,0.02732768,-0.06320112,-0.06099904,0.16382201,0.11615978,-0.34840357,0.15162462,0.21137215,-0.00080287,-0.06646999,-0.14086665,0.1583127,-0.02009857,-0.32214987,-0.02782718,0.02306467,-0.23363848,0.02350308,-0.36407876,0.10172626,0.21491246,-0.16492671,0.04529489,0.09850068,0.03864884,-0.15880388,0.0177489,0.12873282,0.06601776,-0.22079094,-0.19962242,-0.09751309,-0.10676185,-0.01908215,-0.1867049,-0.20964433,0.07529157,-0.03573541,-0.03052488,0.13581948,0.07996982,0.0
0.05500925,0.0551910683512687,0.0128973945975303,405.0,0.8967026114463806,4.0,7.0,0.12965333,0.00797247,0.09445318,-0.03084756,0.13712335,0.06900036,0.08459103,0.03959443,-0.04920486,-0.07878346,0.17941804,-0.21098258,0.14877646,0.17372233,-0.24528359,0.00598245,0.13279438,0.20835677,-0.24663033,-0.10083252,0.0068402,0.21663697,-0.03077416,-0.03358396,0.05893262,-0.14533824,-0.05552065,-0.19730234,0.054648,0.0009079,-0.00889755,0.06406555,-0.04117344,-0.03467432,-0.13177589,-0.04253697,-0.09260277,-0.15215494,-0.1400326,-0.06956541,0.07939765,0.13175394,-0.05877427,-0.09296088,-0.13251774,0.01047823,-0.16122971,-0.01466903,-0.01510544,0.16225481,1.0
0.05549711,0.0563296109437942,0.0251774061471223,80710.0,0.8824588298797608,4.0,6.2,0.09155805,-0.01012616,0.00759288,0.02750815,0.02407555,-0.05407105,-0.15395342,0.04931693,0.06874096,-0.02008149,-0.02839136,-0.19886228,0.021834,0.04937697,-0.00647684,-0.09166408,0.04590305,-0.04868635,0.06701606,-0.07706831,-0.00243288,-0.00239889,0.21464701,-0.12050956,0.04999998,0.09992194,0.10213274,-0.07551479,0.05979966,-0.08774069,0.02437459,-0.03682269,-0.07410508,0.04452099,-0.13261598,-0.08471315,0.0562503,0.03162702,-0.096491,-0.14304757,0.09027486,-0.00884418,-0.05297338,0.13167806,-0.12915055,-0.14409572,0.07726445,-0.0957979,0.27019778,-0.06681428,0.0
0.05576747,0.0567949093878269,0.0150909926742315,1500.0,0.8606884956359864,6.0,5.6,-0.05852609,-0.09336765,0.13680068,0.01994285,0.12379956,-0.25858924,0.06038472,-0.09025573,0.06524354,0.20047966,0.0352146,-0.17893633,-0.03310865,0.03482643,-0.10377225,-0.0981163,-0.10355685,-0.07716808,-0.10969926,-0.16774824,-0.00362043,-0.141761,0.1469765,-0.06390777,-0.09654205,0.07639439,-0.01652455,-0.05250008,0.0817092,-0.08278669,0.11412726,0.09691986,-0.03787217,-0.137281,-0.02170607,-0.01827523,0.00842385,-0.01610352,-0.07245184,0.03873179,0.09366798,-0.09242955,-0.13989602,-0.03845711,-0.04859379,-0.060886,0.20071958,0.21349822,0.1775795,-0.05004795,1.0
0.05389614,0.0523995004594326,0.0163211543112993,2.0,0.710817289352417,16.0,8.6,0.21475418,0.12123209,0.097405896,0.037952691,0.12652642,-0.16027099,0.17991546,-0.1648341,0.022351883,0.091054209,-0.15654357,-0.25924191,-0.0064986781,0.012114362,0.068946034,-0.10548915,-0.011394376,0.092243537,-0.13845098,-0.041222494,0.074094422,-0.25143826,0.2906146,-0.061335031,-0.099558592,-0.039040484,-0.046049934,0.028945416,-0.00023133127,0.060248639,-0.080701113,-0.086917385,0.08472465,0.11225481,-0.048937131,-0.06485755,-0.059915364,0.22209103,0.20774044,0.19144228,0.13054185,0.048112825,-0.2075827,0.052371226,-0.065585837,0.038986772,0.028064063,-0.024442025,0.25219569,0.16786015,0.0
0.05805707,0.0565992161631584,0.028515251353383,8470.0,0.7628229260444641,3.0,4.6,-0.04527268,0.01801824,-0.07629088,-0.06948086,0.10525455,-0.11767972,0.01699598,0.05924086,0.04828227,0.06915741,-0.131142,-0.26939997,0.13305277,-0.10473602,-0.13392489,-0.05085609,-0.01556846,0.06373856,-0.02615058,-0.17473756,0.08524708,-0.0025098,0.06160286,-0.15683359,-0.06760707,0.05915903,-0.07028347,0.03271782,-0.04647323,-0.05283177,-0.05007645,0.09192815,-0.03860255,0.01521226,-0.0475743,0.01055652,0.00210731,-0.08235357,0.1095897,0.14572878,0.14559661,0.0440933,0.02127519,-0.08840652,0.04613676,-0.0376828,0.13058212,0.11428889,0.08703689,0.07541403,1.0
0.05618491,0.0568997614085674,0.016268603503704,503.0,0.85589200258255,7.0,5.0,-0.00911945477,0.0192789305,0.0377901904,0.0108007584,0.24954173,-0.225775704,0.0715170205,0.00872922409,0.0102217514,0.202988952,-0.0294386223,-0.212442428,-0.0609209873,0.0252444819,-0.0257845987,-0.131648794,-0.12470641,-0.0527996533,-0.232530475,-0.292012781,-0.0356579572,-0.104353175,0.174270362,-0.160121173,-0.0970067605,0.0714350194,-0.0268078484,-0.00156689633,-0.00017934441,-0.0550457202,0.163221091,-0.00820502546,-0.00797915179,-0.0551405959,-0.0263379756,-0.0274469797,-0.0841833651,-0.133176163,-0.041410841,-0.0157344788,0.0653535947,-0.177347407,-0.066669777,-0.113703765,-0.0155687789,0.0251946636,0.199861869,0.0876605585,0.0545584224,-0.0283497497,0.0
0.05107343,0.0540699824690818,0.033357635140419,63.0,0.8166831135749817,12.0,5.6,-0.00165363,0.00155617,0.04909169,-0.00070966,0.3346266,-0.11284742,-0.20250939,-0.02629383,-0.01350081,0.01265627,-0.04171602,-0.3065361,-0.12961622,0.18950441,-0.14806756,-0.19824961,0.04320795,0.295876,-0.03973979,-0.1396003,0.05557313,-0.00328675,0.09539449,-0.18807139,-0.05055431,-0.05388528,-0.06394049,-0.2808081,0.15874794,-0.07256125,-0.09912643,0.01458238,-0.0108274,-0.05017875,0.05789884,-0.10625505,-0.0745148,-0.19687621,0.04701379,-0.01614677,0.21734294,0.03784296,0.02759712,0.05904379,0.0797642,-0.31966683,0.242257,0.1608038,0.21211267,-0.13853791,0.0
0.05575393,0.0561399541795253,0.0263830870389938,810.0,0.8646634817123413,11.0,6.2,0.0833348,-0.00220106,-0.07370033,0.00214562,0.14514406,-0.19142155,-0.18173024,-0.11676797,0.08015317,0.20756818,-0.04685888,-0.16241573,-0.07819524,-0.08963031,-0.09773472,-0.12396339,-0.00202283,0.08332987,-0.08030586,-0.09418598,0.16531256,-0.17258096,0.2626859,-0.15362917,-0.09640194,0.10170417,-0.04510628,-0.0340128,0.04497654,-0.20158586,0.10858601,0.1137867,-0.07498829,-0.05154,-0.03771919,-0.01376976,0.0159751,-0.08002853,-0.2069944,-0.08635626,0.06409226,-0.09453208,-0.08655398,-0.19400027,-0.05785084,-0.04486482,0.31559628,0.00608204,0.20081481,0.00335715,1.0
0.05151947,0.0560884848237037,0.0606372095644474,12.0,0.7575129866600037,20.0,7.6,-0.05020438,-0.11441451,-0.03532337,0.05910185,0.29423106,-0.00528821,-0.16086866,0.00403367,0.06868339,-0.00720227,-0.04897823,-0.02438627,-0.0820152,-0.0125783,-0.23699443,0.05761389,0.05710807,0.1971353,0.02995425,-0.04203768,-0.08788925,-0.15548268,0.18377437,-0.11004341,-0.01914948,0.08845906,-0.18867147,-0.13811794,0.06791043,-0.11306617,0.1003494,-0.11922385,-0.08139434,-0.09199211,0.00101898,0.16087183,0.05454075,0.10128855,-0.19329768,0.06808957,0.22966938,0.02691066,0.05359464,0.0203725,-0.19349527,0.07990046,0.35846284,0.14672282,0.03903779,-0.1258463,0.0
0.04849292,0.0514287039637565,0.0397872813045978,6.0,0.7117557644844055,20.0,16.0,-0.09320803,0.05524442,-0.10158473,0.07711747,0.0688133,-0.02708844,-0.18943524,-0.05448471,0.07529315,-0.13940716,-0.12029311,0.05848514,0.01672084,-0.06750938,-0.09823362,0.08378373,0.11764146,0.05601884,-0.159166,-0.08727413,0.07634398,-0.1343364,0.18628225,-0.04539047,0.01316124,0.12568368,-0.14875704,0.06442355,0.3100629,-0.27451852,0.17430997,-0.13076583,-0.2211506,-0.04403782,-0.05070143,0.04008894,0.20601813,0.1176469,-0.2892152,0.08233856,0.2794435,-0.09414207,-0.13201967,0.20168969,-0.06919762,-0.07072093,0.13302667,0.11231151,0.00923425,0.06725661,0.0
0.05400835,0.0548401556909084,0.0206368640065193,60420.0,0.9138431906700134,8.0,8.0,-0.0437877,-0.10813529,0.03138914,0.06425253,0.20871294,-0.0037726,0.05073995,0.02960477,0.15016717,0.06619746,-0.04833385,-0.14978077,0.02672835,0.09931716,-0.12915036,-0.02281408,0.0909258,0.09353087,0.04806852,-0.0263531,0.04409362,-0.12613963,0.13442142,-0.07855134,-0.09460317,-0.07538548,0.06512791,-0.10848898,-0.01937119,0.03902735,0.08939424,0.0034108,-0.04260368,-0.09675609,0.00029963,-0.16941652,0.01135641,0.05424901,-0.21680258,0.03017757,0.01910167,0.0350634,0.0212104,0.07060447,-0.11680999,-0.01657784,0.05621763,-0.0446794,0.14861786,0.08792058,0.0
0.05507671,0.0551981508731842,0.0280567817389965,10502.0,0.8828722715377808,7.0,4.8,0.00798071,-0.02849024,-0.06144455,-0.00786241,0.33084366,0.05588475,0.07209514,-0.00750149,0.06102818,0.22278163,-0.12991485,-0.19956094,-0.11597268,0.13693051,-0.18995996,-0.05891996,-0.03865216,0.07322874,-0.08348086,0.02756358,0.00657301,-0.20844837,0.10791373,-0.01047973,0.03352699,0.02288697,-0.04124894,-0.06215554,-0.00407128,-0.1187514,0.02152477,-0.08479647,0.11860131,-0.04767563,0.09580807,0.00310899,-0.02547487,-0.04650356,-0.12874213,0.04109102,0.1218036,0.03478079,0.04062518,-0.00238478,-0.00619674,0.03653663,0.14611487,0.03505265,0.09386724,0.07672382,1.0
0.0548186,0.0557408593595027,0.0208139549940824,65856.0,0.9225141525268554,4.0,6.4,-0.03423245,-0.03527507,-0.07002235,0.09562526,-0.04979119,0.06489851,0.05452043,0.08098442,0.13038391,-0.03274879,0.07350314,-0.10024671,0.02825846,0.12417805,-0.03305519,-0.07385928,-0.03531361,-0.02088105,-0.10120905,0.04809138,-0.06424699,-0.1322091,0.11587097,-0.04936039,-0.1162595,-0.00543199,-0.0304943,-0.0544767,-0.07887261,0.2101526,0.07544236,0.13504377,0.08030702,-0.01911436,-0.02587426,0.09593386,-0.1955715,0.0394857,-0.06842642,0.11665601,-0.01341834,-0.00283386,-0.06576847,-0.1108685,0.07961292,-0.08444095,0.01297088,-0.01024528,-0.04967483,-0.03651258,0.0
0.0551975,0.0550888031721115,0.0236757807433605,5811.0,0.8720383405685425,4.0,7.8,-0.13597533,-0.0400592,-0.16821484,-0.05375591,0.24591427,0.00811277,0.12227993,0.02315648,0.02520167,0.14111565,-0.02026105,-0.17479995,0.04533883,0.16557139,-0.28019494,-0.02020396,-0.04326255,0.08827852,-0.13543914,0.01731721,0.19081646,-0.13927166,0.1074492,-0.07556733,-0.09200111,0.02267635,-0.06773214,-0.07058624,0.00317679,0.05988229,0.02608433,0.04076904,-0.00221758,-0.05722006,0.1148892,0.01921733,0.10412621,-0.05555476,-0.16902737,0.02580486,0.08639757,-0.0329784,-0.00465432,-0.08497774,-0.1306149,-0.08619256,0.0272777,-0.03016018,0.18215263,0.15149401,1.0
0.05318101,0.0528417281806469,0.0217011701315641,86.0,0.8398489117622375,9.0,6.8,0.22691938,0.0809691,0.01231702,-0.19987227,0.17257167,0.09683865,0.15481934,0.23986323,-0.00801169,0.03684258,0.15813443,-0.24023168,0.17250946,-0.0352663,0.13042465,-0.05241564,0.135691,-0.12482653,-0.1594001,-0.2731929,0.04163074,-0.06236697,-0.06819762,0.10595868,-0.08425007,0.1821724,0.1851395,-0.01846064,-0.1259919,0.09882168,0.07998548,0.06099778,0.0040624,0.12641753,0.11590917,0.03360615,-0.13754168,0.03071468,-0.09717601,0.03532948,-0.16211878,-0.13876677,-0.20999628,-0.14562386,0.03190587,0.08720142,0.01171137,0.15819582,-0.05060279,0.18239722,0.0
0.05101459,0.0526982150971889,0.0459532551467418,210.0,0.7710803627967835,6.0,8.4,-0.11217969,-0.1742132,0.19343582,0.01891695,0.22063027,0.10339303,0.27140355,-0.18276335,-0.04376772,0.2271791,-0.17480251,-0.20235918,-0.11076298,0.00220447,-0.09335984,0.00985849,-0.1207421,-0.03379655,0.05499507,0.05196736,0.14678472,-0.23328848,0.09421253,0.04192804,-0.11035508,0.01035119,0.11955673,0.05190157,0.1725309,0.07948057,-0.00128424,-0.07864276,-0.03761931,0.17302783,0.12266398,0.11797825,-0.11371198,0.19418134,-0.05946106,-0.13482165,0.22388478,0.07933512,0.13756801,-0.07392555,0.16962591,0.1184602,0.13702095,0.09536135,0.05429764,-0.01881267,0.0
0.05280523,0.0542074054479599,0.0195082202553749,43347.0,0.8921249032020568,5.0,7.2,-0.13521,-0.05958883,-0.10971001,-0.07268477,0.22484401,0.08758041,0.13075756,0.03677369,0.15250471,0.16564658,-0.06882986,-0.10471327,-0.10227679,0.11547831,-0.20642564,0.0149934,-0.03817839,-0.03735073,-0.03250837,0.08618432,0.10629404,-0.06791836,0.13125797,-0.09283711,-0.00793523,-0.08782105,-0.10181622,-0.02983143,-0.15747957,-0.03191301,0.01133981,0.1662795,-0.01353625,-0.02623925,0.02127378,-0.08658955,0.07090027,-0.02803683,-0.19927488,0.04666651,0.11796465,-0.02828302,-0.02844244,-0.03607467,-0.15516412,-0.0323634,0.01966168,0.04828278,0.23432752,0.2055391,1.0
0.05153503,0.0528875395655632,0.0385604351758956,392.0,0.909905731678009,11.0,6.8,-0.08153318,-0.05730247,-0.13332762,-0.01526196,0.3147221,-0.04921122,0.11386181,-0.03625066,0.18420105,0.20226015,-0.04842005,-0.12215834,-0.03568234,0.214001,-0.35167503,-0.06078397,0.02149849,0.12977691,-0.15724532,-0.02548714,0.02053275,-0.393462,0.18899103,-0.02992134,-0.06594633,-0.05277672,-0.02191872,-0.0924252,-0.16793089,-0.01365961,-0.06749842,0.01417326,0.01760016,-0.10853973,0.16916688,-0.14742334,0.02947643,-0.02935108,-0.26194853,0.06637408,0.11155516,0.05000533,0.04246476,-0.10514254,-0.20242968,-0.03458216,-0.10426471,-0.04457943,0.23392649,0.14805025,0.0
0.05580492,0.055625907331705,0.0198016744107007,37144.0,0.8570359230041504,7.0,3.2,-0.15432492,-0.1116825,-0.09020977,0.00041019,0.08251823,-0.12092409,0.02914696,0.02557499,-0.1246912,0.07965049,-0.06119135,-0.16203396,0.0702228,-0.07007945,-0.13977253,-0.04451888,-0.01992279,-0.0962678,0.09126268,-0.05789247,0.06184587,-0.10881826,0.10563534,-0.15055312,-0.09542747,0.01135701,-0.08302836,0.03866331,-0.16019593,0.05528722,-0.10228351,0.0344665,0.0765398,0.04399601,0.08503658,-0.07526653,-0.01690906,0.01420198,0.09104951,0.01659721,0.10963817,0.0372608,-0.02285556,-0.14726713,-0.09475727,-0.0729941,-0.08887714,-0.12557714,0.11243935,0.08274351,1.0
0.05438638,0.0536818355321884,0.0244997497648,614.0,0.9074689149856568,5.0,6.6,-0.0431122,-0.09764342,-0.05954628,-0.01850174,0.29577574,0.00460845,0.15633935,-0.1733854,0.10427044,0.11648439,-0.08195257,-0.14082848,-0.09710993,0.14917283,-0.29409236,-0.0844048,0.07242419,0.05364621,0.00130294,0.05912671,0.01072946,-0.26490772,0.21755052,0.01807239,-0.02444053,-0.131188,0.03936891,-0.07898101,-0.13568112,-0.0097192,0.09381829,0.03090611,-0.00991689,-0.12824394,0.1473937,-0.0878625,0.04370608,0.02613498,-0.11592517,0.05914271,0.16998719,0.08515053,-0.00966114,0.00113168,-0.06802036,0.01929768,0.06689341,0.10493158,0.16062902,0.08506509,1.0
0.05579836,0.0562820725142955,0.0224402993917465,37567.0,0.913059663772583,4.0,5.6,-0.049369972,-0.09960632,-0.027885586,-0.0020800715,0.14827077,0.0081706196,0.045376018,-1.3501781e-05,0.10254882,0.16234332,-0.062868364,-0.17945476,-0.042563867,0.095935434,-0.18725377,-0.040896002,0.032523543,0.098052584,-0.0055850986,-0.086436905,0.10853277,-0.10587489,0.08651036,-0.10625921,-0.076070838,-0.0092703812,0.023171185,-0.17147949,-0.064362109,0.051704966,0.091044657,0.010427416,0.014045109,-0.088009536,0.030061428,-0.024087979,0.040785991,-0.038282424,-0.20463291,0.050190892,0.053654712,-0.0054720812,-0.023956945,-0.029198132,-0.021911168,0.0025878197,0.16202432,0.029865693,0.16803341,0.073911756,1.0
0.05695743,0.0548779644072055,0.0111728254705667,995.0,0.916155171394348,9.0,8.4,-0.04964876,-0.1439915,-0.06263266,-0.06520905,0.25178897,0.11287311,0.15900145,-0.03931668,0.13935858,0.19650231,-0.08591224,-0.13177437,-0.01072577,0.11829837,-0.15456374,-0.07091921,-0.00162702,0.12754326,0.0127825,0.00035777,0.07816544,-0.2139189,0.16138811,-0.12616761,-0.11564834,0.01311059,0.01230827,-0.12659535,-0.02013719,-0.04162135,0.11506642,0.0578353,-0.062577,-0.10277889,-0.03546607,-0.03399396,-0.07318886,-0.05019259,-0.27587202,0.01251087,0.13415326,-0.09313241,-0.01158087,-0.03141862,-0.12884007,0.01946383,0.11478778,-0.08382693,0.0916867,0.00818061,0.0
