dim_30,dim_141,dim_243,dim_259,dim_319,dim_323,dim_372,dim_439,dim_564,dim_652,dim_657,class
0.3354627192020416,-0.4255535304546356,-0.06069319695234299,-0.21040306985378265,0.21280424296855927,-0.7563543915748596,-0.2381930202245713,-0.6186099648475647,-0.18472306430339813,0.18687300384044647,0.6400633454322815,0
0.2419024705886841,-0.5831711888313293,-0.0988263413310051,-0.24812643229961395,0.15385852754116058,-0.8594738841056824,-0.2197510004043579,-0.6107128262519836,-0.24088001251220706,0.1286362260580063,0.5579758882522583,0
0.0918647274374962,-0.3067614436149597,-0.08815221488475801,-0.08833472430706024,-0.04219729825854302,-1.1000369787216189,-0.07133294641971588,-0.6218973398208618,-0.3948237001895905,0.5371134281158447,0.7937650680541992,0
0.4793804585933685,-0.4499099552631378,-0.00843116454780102,-0.1795361042022705,0.2280847281217575,-0.6824813485145569,-0.4684066772460938,-0.6195383667945862,-0.3593688905239105,0.3255340754985809,0.7281042337417603,0
0.4922483861446381,-0.4014115929603577,0.1504891961812973,-0.1953018009662628,0.1704106628894806,-0.7489604949951172,-0.4444161057472229,-0.6273565888404846,-0.2339919507503509,0.21335545182228088,0.7129914164543152,0
0.1873222291469574,-0.2665663361549377,-0.21457692980766296,0.12360797822475432,-0.08799116313457489,-0.9275609850883484,0.0899963527917862,-0.47174072265625,-0.4251523613929749,0.4275195002555847,0.795488178730011,0
0.2152042090892792,-0.30384403467178345,-0.16798466444015506,0.0031097412575036287,-0.16523703932762146,-0.6516510248184204,0.03541095182299614,-0.3549629747867584,-0.4221133589744568,0.3246579170227051,0.8124624490737915,0
0.3145776391029358,-0.6345295310020447,-0.21119393408298487,0.0004294315876904875,-0.1025475487112999,-0.7399314045906067,-0.05478896573185922,-0.4270705282688141,-0.4368540048599243,0.3808375597000122,0.7912230491638184,0
0.2311670929193497,-0.5397390723228455,-0.02830663882195949,-0.11914793401956555,0.012966611422598362,-0.7554988861083984,-0.26722291111946106,-0.5348140597343445,-0.3551003634929657,0.03361470252275467,0.7735950350761414,0
0.0536859966814518,-0.2589819133281708,-0.13773198425769806,0.06662702560424805,-0.06265562027692795,-0.8281001448631287,-0.012332967482507229,-0.3914945125579834,-0.2769235670566559,0.3324906826019287,0.7866416573524475,0
-0.07500558346509932,-0.1669677495956421,-0.2936096489429474,0.28622207045555115,-0.12850981950759888,-0.9027588367462158,0.011230576783418655,-0.2677155435085297,-0.3042195737361908,0.40187036991119385,0.9650876522064208,0
0.1819932460784912,-0.3844211995601654,0.057710025459527976,-0.0018650939455255864,0.214746817946434,-0.6944920420646667,-0.3626369535923004,-0.5363739132881165,-0.31178420782089233,0.11408454179763795,0.702557384967804,0
0.4669235348701477,-0.17256997525691986,-0.08683814853429794,-0.007321357727050781,-0.02160509303212166,-0.8859566450119019,-0.16921508312225342,-0.5138264894485474,-0.37760382890701294,0.4824050068855286,0.893764853477478,0
0.20339737832546234,-0.4125561416149139,-0.10744019597768784,0.10322461277246477,-0.06452663242816925,-0.76414555311203,-0.17503319680690765,-0.2721654176712036,-0.31014284491539,0.2730088233947754,0.6976774334907532,0
0.1983523517847061,-0.367500513792038,0.01975240744650364,-0.034162864089012146,0.10117334872484207,-0.5543836355209351,-0.3262196183204651,-0.4425281286239624,-0.16624639928340912,0.0676577165722847,0.5722734332084656,0
0.06820113956928253,-0.04960276558995247,-0.09962046146392822,0.05339151620864868,-0.10505201667547226,-0.714913547039032,0.02457884885370732,-0.4755803048610687,-0.21388117969036105,0.2506496012210846,0.7540754675865173,0
0.026902496814727783,-0.4375675022602081,-0.0012795329093933105,0.028535377234220505,0.05561644956469537,-0.6854291558265686,-0.07932226359844208,-0.7280053496360779,-0.4329740107059479,0.5060732364654541,0.8044154047966003,1
-0.08469488471746445,-0.10956753045320512,-0.15218904614448547,-0.08372940123081207,-0.220940425992012,-0.6566858887672424,0.08529604971408844,-0.4752400815486908,-0.5140212774276733,0.2673817574977875,0.851986289024353,1
0.2478400915861129,-0.12254669517278673,-0.03595443814992905,-0.029587268829345707,-0.13230495154857635,-1.039126753807068,0.13590630888938904,-0.4793668687343597,-0.5331442952156067,0.4339494705200195,1.0569407939910889,1
0.4083116948604584,-0.4357272386550903,0.02317022532224655,-0.23196256160736084,0.2385905086994171,-0.8068777918815613,-0.3690077066421509,-0.6834235191345215,-0.3372231721878052,0.3005044162273407,0.7273344993591309,0
0.09008414298295976,-0.2873720228672028,-0.2353786677122116,0.036775432527065284,-0.05576018616557121,-0.9361687898635864,-0.05507509782910347,-0.5149931907653809,-0.3010717034339905,0.3407455384731293,0.8329428434371948,0
0.5869887471199036,-0.07741523534059525,0.1252608597278595,-0.17614682018756864,0.18569166958332065,-0.8245519399642944,-0.429955780506134,-0.7009246945381165,-0.4027109444141388,0.3737327754497528,0.831615149974823,0
0.17856720089912415,-0.2827751040458679,-0.2677462100982666,-0.3186911642551422,-0.2336464822292328,-0.8192909359931946,-0.11320701986551285,-0.7573934197425842,-0.1453711986541748,0.3719755709171295,0.8186174631118774,0
0.161965012550354,-0.10922660678625107,-0.1355917751789093,0.09736230224370956,-0.0769648477435112,-0.9679549932479858,-0.016718115657567978,-0.3500626087188721,-0.2941437363624573,0.27769047021865845,0.827342689037323,1
0.18081696331501007,-0.3021693527698517,-0.13438908755779266,-0.1504375785589218,-0.06117884814739227,-0.8990218043327332,0.0788775235414505,-0.4802366197109222,-0.4918839931488037,0.4419617652893065,0.8228464722633362,0
0.10917343199253082,-0.2753884792327881,-0.060664065182209015,-0.17454494535923004,-0.0264118779450655,-0.7819334268569946,-0.09149213135242462,-0.5540308356285095,-0.44134658575057983,0.3362917900085449,0.8051773905754089,0
0.13994891941547394,-0.2606444358825684,-0.1153171733021736,-0.10985220223665236,-0.12774913012981415,-0.9486351609230042,-0.2123422920703888,-0.4736528992652893,-0.4682725369930267,0.4905852675437927,0.8575748801231384,0
0.016848256811499596,-0.3153742551803589,-0.07556448131799698,0.06797940284013748,-0.15339018404483795,-0.864243745803833,0.0068764970637857905,-0.4962286055088043,-0.32739076018333435,0.3691467344760895,0.8558404445648193,0
0.2783069908618927,-0.501271665096283,0.03925072401762009,-0.17095795273780826,0.025286782532930367,-0.6864373683929443,-0.3067514896392822,-0.6122743487358093,-0.3124285936355591,0.2831921875476837,0.7316106557846069,0
0.12938259541988373,-0.34806933999061584,-0.13343052566051486,-0.09532184153795242,0.014786288142204285,-0.9850234985351562,-0.01212261151522398,-0.5669960975646973,-0.4096154272556305,0.4208402931690216,0.8183181881904602,0
0.16833211481571198,-0.5206327438354492,0.030056037008762363,-0.1657595932483673,0.02523942664265633,-0.8698544502258301,-0.3126879930496216,-0.6591576337814331,-0.346579372882843,0.1804826259613037,0.6788599491119385,0
0.2022021859884262,-0.20259161293506625,-0.09839364141225816,-0.13492144644260404,-0.0250792745500803,-0.9006311893463135,0.07320211082696915,-0.522034227848053,-0.4145523011684418,0.44808873534202576,0.8682934641838074,0
0.09562230110168456,-0.32532528042793274,-0.20493905246257785,-0.3559657037258148,-0.09745346754789352,-0.9084702730178832,-0.15612688660621646,-0.6282926201820374,-0.3891279399394989,0.3855815529823303,0.5268691182136536,0
0.1717592179775238,-0.3582192957401276,-0.16781046986579895,-0.06886430084705353,0.03715525940060616,-0.8851514458656311,-0.1291053593158722,-0.6674166917800903,-0.24843771755695346,0.3802892565727234,0.6066845655441284,0
0.11713776737451552,-0.2706097662448883,-0.09032368659973143,-0.16784317791461945,-0.03145216405391693,-0.8455738425254822,-0.030936455354094505,-0.497426837682724,-0.377878338098526,0.4280618727207184,0.7401494979858398,0
0.242974653840065,-0.2259517759084701,-0.15309374034404755,-0.2809773981571197,-0.1744539737701416,-0.8440341353416443,-0.14231370389461515,-0.5977612137794495,-0.2971689999103546,0.39226657152175903,0.905883252620697,0
0.2797321975231171,-0.2652178108692169,-0.03257950022816658,-0.19725166261196134,0.0006268237484619021,-0.5323061943054199,-0.12721221148967746,-0.5327593088150024,-0.35131072998046875,0.34405121207237244,0.8676433563232422,0
0.111409954726696,-0.4053692817687988,-0.20162208378314966,-0.14000941812992096,-0.1968772113323212,-0.984058439731598,-0.06168702244758606,-0.4833508133888245,-0.5820407867431641,0.4610670208930969,0.7338891625404358,1
0.30249452590942383,-0.2476443499326706,-0.181180477142334,-0.028093552216887474,-0.023293638601899147,-1.0536770820617676,-0.11619292199611665,-0.4269976019859314,-0.4009619355201721,0.3350711464881897,0.9957291483879088,0
0.16965559124946594,-0.2377505302429199,-0.2602535784244537,0.06721224635839462,-0.2191375941038132,-0.8276036381721497,0.058911900967359536,-0.3859308362007141,-0.253327876329422,0.3652219176292419,0.9098864793777466,1
0.08626195788383484,-0.2011910080909729,-0.16265130043029785,-0.10913247615098952,-0.08729338645935059,-0.8853635787963867,0.14432714879512787,-0.5239460468292236,-0.3824789524078369,0.4107209146022797,0.8431511521339417,0
0.3720813691616057,-0.6510648727416992,-0.07771863043308258,-0.06993028521537781,-0.2625333070755005,-1.2066709995269775,-0.2780256271362305,-0.5611438155174255,-0.2873182892799377,0.34760257601737976,0.7271965146064758,0
0.31953880190849304,-0.2494455426931381,-0.2772767245769501,0.001939688459970057,-0.062003564089536674,-0.9518569111824036,0.006927371025085449,-0.5308957695960999,-0.3460029065608978,0.401537835597992,1.0830554962158203,1
0.39997950196266174,-0.4017929434776306,-0.14642326533794406,0.09676574915647508,-0.06983621418476105,-0.6968036293983461,-0.2022521197795868,-0.5905051827430725,-0.5514527559280396,0.394633948802948,0.9272192716598512,1
0.09844497591257097,-0.13069581985473633,-0.10713614523410796,0.04939750209450722,0.055895265191793435,-0.8228939771652222,0.04211069270968437,-0.4363908767700195,-0.3788338303565979,0.4481198489665985,0.6188179850578308,1
0.3266003131866455,-0.3348447680473328,0.059360973536968224,-0.17072853446006775,0.1402950882911682,-0.7041602134704591,-0.2789298892021179,-0.5929349064826965,-0.29766058921813965,0.22238269448280326,0.6513596177101135,1
0.1426723450422287,-0.2570796012878418,-0.1760924905538559,-0.07808534801006317,0.012036429718136787,-0.8794657588005066,-0.06579513102769853,-0.631277859210968,-0.5132189393043518,0.3723662495613098,0.8282801508903503,1
0.11462193727493285,-0.41744908690452576,-0.20893296599388125,-0.12561412155628204,-0.24158242344856265,-0.9363711476325988,-0.15186691284179688,-0.5464895367622375,-0.4545827805995941,0.38712427020072937,0.8661519289016724,1
0.2651459872722626,-0.34508225321769714,-0.14273254573345184,-0.221055269241333,-0.14827406406402588,-0.7247380614280701,0.05724349990487099,-0.3942585289478302,-0.5000388026237488,0.4065243303775787,0.9484229087829592,0
0.2957589328289032,-0.5799899697303772,-0.1733892261981964,-0.17698320746421814,0.03163469582796097,-0.6155371069908142,-0.3894266188144684,-0.5636392831802368,-0.3050060868263245,0.11363821476697925,0.6657313704490662,0
0.1504720002412796,-0.2374857068061829,-0.007675856351852417,0.05793459340929985,-0.06505708396434784,-0.9103588461875916,-0.024102495983242992,-0.5118265748023987,-0.4544104635715485,0.3878725469112396,0.8190301060676575,0
0.3688010275363922,-0.2328741699457169,-0.04868850111961365,-0.16151125729084015,-0.11452200263738632,-0.7819437980651855,-0.029656164348125458,-0.38847002387046814,-0.6277266144752502,0.2398158758878708,0.8479053378105164,0
0.34837549924850464,-0.44509410858154297,-0.001611624495126307,-0.25151222944259644,0.05943983420729638,-0.7848133444786072,-0.36762985587120056,-0.5852288603782654,-0.370629757642746,0.18418142199516296,0.7757554650306702,0
0.3893645107746124,-0.4848647117614746,-0.04083656519651413,-0.21571819484233856,0.11166775226593018,-0.6884278655052185,-0.3845050334930421,-0.5749300122261047,-0.28289076685905457,0.25246262550354004,0.7326305508613586,0
0.45843413472175604,-0.4482686221599579,0.016542553901672363,-0.2600627541542053,0.12816236913204193,-0.7270013093948364,-0.4433528482913971,-0.6175139546394348,-0.3798258900642395,0.2494509518146515,0.7820906043052673,0
0.3419255316257477,-0.1786261647939682,-0.04532887414097786,-0.25249215960502625,-0.1360885351896286,-0.7715246081352234,-0.15130937099456787,-0.5360147356987001,-0.3010861575603485,0.5889994502067566,0.6741766929626465,0
0.06380525231361389,-0.15871044993400574,-0.21793988347053528,-0.06894872337579727,-0.19372861087322235,-0.895516037940979,0.03268380090594292,-0.3652361929416657,-0.3386723101139069,0.4139388203620911,0.8912595510482788,0
0.34321826696395874,-0.16311049461364746,0.09099813550710678,-0.17243511974811554,0.10145217180252077,-0.7357365489006042,-0.2185569852590561,-0.6409240365028381,-0.25623154640197754,0.5085046887397766,0.9175171256065368,0
0.3206942677497864,-0.2280237674713135,-0.0005867108702659607,-0.13362860679626465,0.06269761174917221,-0.7342396378517151,-0.10168220847845078,-0.6521993279457092,-0.2559105455875397,0.4228769242763519,0.8480644822120667,1
0.25984951853752136,-0.24335919320583346,-0.25442472100257874,-0.07207994163036346,-0.05859780684113504,-0.9252742528915404,-0.13564535975456238,-0.5415013432502747,-0.3004104197025299,0.4420108795166016,1.0494985580444336,1
0.305702269077301,-0.2387446165084839,-0.06257155537605286,-0.044502444565296166,-0.017602741718292236,-1.1052662134170532,0.004062231630086899,-0.6824247241020203,-0.43552020192146296,0.3686582744121552,0.9399687051773072,1
0.1347721517086029,-0.09934470802545547,-0.14819352328777313,0.019324611872434616,-0.04724156856536865,-0.8245639801025391,0.035933542996644974,-0.3016178607940674,-0.4620214104652405,0.3841704726219177,0.7861820459365845,1
0.34940916299819946,-0.08809731155633926,-0.030231308192014694,-0.013618039898574352,0.04325465112924577,-0.9297946095466614,-0.1535724699497223,-0.688423752784729,-0.5062305927276611,0.4715679287910461,0.9154168367385864,1
0.4870405197143554,-0.3309020698070526,-0.07059842348098755,-0.18797682225704201,0.19831569492816925,-0.5956045389175415,-0.5064881443977356,-0.5489280819892883,-0.3882535099983215,0.2622630596160889,0.7810283899307251,0
0.13163256645202634,-0.04793431609869003,-0.21307210624217987,-0.04326988384127617,-0.0067116497084498405,-1.0727592706680298,-0.056431651115417474,-0.5532599091529846,-0.5154742002487183,0.4862563610076904,0.8607352375984192,1
0.4484405815601349,-0.15619386732578278,0.08049711585044861,-0.04907132312655449,-0.11357846111059187,-0.976286232471466,-0.14296315610408786,-0.5480470061302185,-0.2841942012310028,0.5949581265449524,0.7290683388710022,0
-0.0018635392189025879,-0.0452304556965828,-0.14630797505378726,-0.23147259652614602,0.1819789707660675,-0.8465444445610046,0.08455513417720795,-0.542511522769928,-0.3865716755390167,0.3840205371379852,0.5671520233154297,0
0.2669527232646942,-0.15476779639720914,0.01449831295758486,-0.17890270054340365,-0.04713517799973488,-0.879461944103241,-0.06942732632160188,-0.491169661283493,-0.29577624797821045,0.3753733932971953,0.7261855006217957,0
-0.021256793290376663,-0.0778694897890091,-0.18583616614341736,0.19545435905456546,-0.14788377285003662,-0.9282608032226562,0.14802055060863495,-0.3700629770755768,-0.39430975914001465,0.40163689851760864,0.909534752368927,1
0.4096287786960602,-0.21865378320217133,0.06548826396465303,-0.0881299376487732,0.1708642691373825,-0.7794571518898009,-0.3644510805606842,-0.6019734144210815,-0.4128839075565338,0.2665852010250092,0.8289517164230347,0
0.2305004894733429,-0.2520753741264343,-0.010045036673545836,-0.035234827548265464,0.08564714342355728,-0.7986956834793091,-0.2298803180456161,-0.527104377746582,-0.30675262212753296,0.204327329993248,0.7731565237045288,0
0.2836154699325561,-0.3299868702888489,0.004530994221568108,-0.04868580400943756,0.1948370635509491,-0.6358591914176941,-0.25757354497909546,-0.6149502992630005,-0.2606242597103119,0.25821489095687866,0.6627900004386902,0
0.3550711870193481,-0.3451738357543945,0.010396970435976982,-0.043910518288612366,0.12025007605552672,-0.6784366369247437,-0.3055367171764374,-0.6515205502510071,-0.343048632144928,0.309085488319397,0.814130961894989,0
0.07308655232191086,-0.227640837430954,-0.012538128532469273,-0.05792810395359992,0.09994769096374513,-0.7718338370323181,-0.24280133843421936,-0.484514445066452,-0.4086978733539581,0.3081874549388885,0.7742398977279663,0
0.4096287786960602,-0.21865378320217133,0.06548826396465303,-0.0881299376487732,0.1708642691373825,-0.7794571518898009,-0.3644510805606842,-0.6019734144210815,-0.4128839075565338,0.2665852010250092,0.8289517164230347,0
0.18657784163951874,-0.3497382700443268,-0.05630754679441453,-0.04949901625514031,-0.04695724323391914,-0.9417278170585632,-0.1693088263273239,-0.4337069094181061,-0.5122440457344055,0.5534612536430359,0.8665574193000793,1
0.3546332120895386,-0.2963278591632843,0.026022134348750114,-0.05727474018931389,0.02625333704054356,-0.8109713196754456,-0.11080139875411987,-0.5423882603645325,-0.3822629153728485,0.3882638514041901,0.7447748780250549,0
0.2372581064701081,-0.3231325745582581,-0.06994952261447906,-0.07308540493249893,0.06471500545740128,-0.7662461400032043,-0.08395562320947647,-0.5325232148170471,-0.391428142786026,0.20774807035923004,0.8344736099243164,1
0.4991472959518433,-0.3670741617679596,-0.03669977933168411,-0.27313148975372314,0.18261994421482086,-0.5989665985107422,-0.3338071405887604,-0.642269492149353,-0.452436774969101,0.2675565779209137,0.7224863767623901,1
0.6003067493438721,-0.3660028874874115,0.21452069282531736,-0.20187129080295568,0.2407605051994324,-0.7623051404953003,-0.4870988428592682,-0.7056466937065125,-0.462115079164505,0.20817582309246066,0.7186213731765747,0
0.15896262228488922,-0.2550630569458008,-0.23230893909931186,-0.05623694136738777,0.1235884577035904,-0.7724984884262085,0.15048684179782867,-0.6250816583633423,-0.27736330032348633,0.38805702328681946,0.7583885192871094,0
0.3914883434772492,-0.1389867663383484,0.11683885008096695,-0.1103552058339119,0.0569460429251194,-0.9017925858497621,-0.2397199124097824,-0.5070521831512451,-0.4097228944301605,0.3992787301540375,0.8515477776527405,0
0.4659514129161834,-0.3511261940002441,0.01865988038480282,-0.17263510823249814,0.1194962039589882,-0.7098239064216614,-0.4955823719501496,-0.5855316519737244,-0.4445453584194183,0.2774655222892761,0.8422368168830872,0
0.3010587990283966,-0.2642212212085724,-0.22225375473499293,-0.031798552721738815,0.00485651195049286,-0.6073811650276184,0.0045944401063025,-0.4658211767673493,-0.3563718795776367,0.27697399258613586,0.7591261863708496,0
0.09919638186693193,0.020136594772338867,-0.06185736134648321,-0.05244961380958557,-0.2857794761657715,-0.8310315608978271,0.026684874668717384,-0.34807470440864563,-0.2827050983905792,0.20009343326091766,0.8382009863853455,0
0.2023760825395584,-0.4824818074703217,-0.0714276060461998,0.0076172114349901685,-0.05040569230914116,-0.6444022059440613,0.1246574893593788,-0.5515443086624146,-0.3081423342227936,0.29664498567581177,0.8570472002029419,1
0.4906308948993683,-0.4068322777748108,0.03070366196334362,-0.15042057633399966,0.15811435878276825,-0.7244693636894226,-0.3678213655948639,-0.6377358436584473,-0.23553021252155304,0.25363537669181824,0.8221989274024963,0
0.24389201402664185,-0.5240607857704163,0.06392602622509003,-0.0859566405415535,0.232651025056839,-0.5636523962020874,-0.3358496427536011,-0.7625957131385803,-0.28804051876068115,0.3825097978115082,0.6881616115570068,1
0.1931019425392151,-0.3504002392292023,-0.15341849625110626,-0.14271946251392365,-0.15570040047168732,-0.8174943327903748,0.002396795898675918,-0.6115084290504456,-0.4429303109645844,0.4299731254577637,0.7948770523071289,1
0.6044475436210632,-0.06849215179681778,0.06708604842424393,-0.09590097516775133,0.13885031640529633,-0.8355894088745117,-0.34057244658470154,-0.637543261051178,-0.3319862186908722,0.485653430223465,0.8349659442901611,1
0.07314088195562363,-0.3304732143878937,-0.03770849108695984,0.0010106315603479745,-0.18165349960327148,-0.9322007298469543,-0.15097768604755402,-0.6251201033592224,-0.4161859452724457,0.37704285979270935,0.8743593692779541,0
0.7646102905273438,-0.22604432702064514,0.17355765402317047,-0.2323969304561615,0.3316385447978973,-0.6948022842407227,-0.6153450608253479,-0.7363338470458984,-0.27900126576423645,0.3491142988204956,0.7398203015327454,0
0.6060333251953125,-0.3308593034744263,0.1546507030725479,-0.3066484332084656,0.2693865597248077,-0.6234041452407837,-0.489883303642273,-0.7375304698944092,-0.1998591125011444,0.3205687403678894,0.6680009961128235,0
0.04063110426068306,-0.24257731437683105,-0.11970126628875732,-0.05645577237010003,-0.06789275258779526,-0.8869025707244873,-0.18850703537464145,-0.4760037958621979,-0.5934008359909058,0.35345515608787537,0.7628419399261475,1
0.10026831179857254,-0.32187125086784363,-0.10621744394302368,-0.20944495499134064,-0.052524492144584656,-0.8984283804893494,-0.0503673367202282,-0.4291764497756958,-0.39440783858299255,0.4157231748104096,0.9049070477485656,1
0.2313089072704315,-0.17495238780975342,-0.03580305352807045,0.08808042854070662,0.11772655695676805,-0.724044680595398,-0.07227437943220139,-0.7312890887260437,-0.4195780456066132,0.3255486190319061,0.6862741708755493,1
0.4712314009666443,-0.2025710642337799,-0.07678143680095673,-0.01204833947122097,-0.06134083122015,-0.9641973376274108,-0.10677120834589003,-0.6429680585861206,-0.4253763258457184,0.490323156118393,0.9062846899032592,1
0.4091750681400299,-0.3386105298995972,-0.051650721579790115,-0.03258974477648735,-0.12464139610528945,-0.6995232105255127,0.06531551480293274,-0.566317081451416,-0.3641161918640137,0.38496753573417664,0.7002947926521301,0
0.358856737613678,-0.03680405020713806,0.08559530973434447,-0.15125560760498047,-0.019559044390916824,-0.75645911693573,-0.1749781370162964,-0.6128144264221191,-0.4584017693996429,0.324215829372406,0.8669544458389282,0
-0.022156665101647374,-0.6331567764282227,-0.1177825927734375,-0.01325105596333742,-0.1004982963204384,-0.8970313072204591,-0.15693342685699466,-0.4626806676387787,-0.5748202204704285,0.4092117547988892,0.8608697056770325,1
-0.14378751814365387,-0.551518976688385,-0.09422923624515532,0.01953924633562565,-0.11298409849405287,-0.7296339869499207,-0.10968779027462006,-0.428098201751709,-0.3791723847389221,0.3129430711269379,0.7909771203994751,1
0.189908429980278,-0.25967592000961304,-0.25004202127456665,0.01950306817889214,-0.12101802974939345,-0.82105952501297,-0.006173129193484783,-0.4576091766357422,-0.3107600808143616,0.40810197591781616,0.8846099972724915,1
0.3815265595912933,-0.15887559950351715,-0.031210711225867268,-0.09202659875154497,-0.08460722863674164,-0.9703673124313354,-0.2420913875102997,-0.5478108525276184,-0.5019361972808838,0.34990695118904114,0.8616704940795898,0
0.4262529015541077,-0.05189827084541322,0.0349210724234581,-0.18326884508132926,0.24026194214820865,-0.650420069694519,-0.32205379009246826,-0.7269676327705383,-0.16823230683803558,0.481809675693512,0.8518120646476746,0
0.4525400996208191,-0.3708640933036804,-0.04472467303276062,-0.2310199737548828,0.17344698309898374,-0.5952788591384888,-0.4292429089546204,-0.6128905415534973,-0.2839579284191132,0.22858679294586184,0.7403184771537781,0
0.5604611039161682,-0.34851551055908203,0.019626932218670845,-0.21380941569805145,0.19005407392978668,-0.7028847932815552,-0.4745894372463226,-0.6645063757896423,-0.35320553183555603,0.2712031304836273,0.8111482262611389,0
0.11367066949605945,-0.2411626726388932,-0.15480051934719086,-0.04686971381306648,-0.11273835599422455,-0.9361308813095092,-0.002848318545147777,-0.8469764590263367,-0.21159091591835025,0.35835501551628113,0.4899113476276398,0
0.4913914501667023,-0.3851116001605988,-0.0377521850168705,-0.1694648414850235,0.17355945706367493,-0.6643113493919373,-0.4157416522502899,-0.6219224333763123,-0.2562704086303711,0.2742148041725159,0.7616881728172302,0
0.5793381333351135,-0.26387086510658264,0.11630572378635405,-0.2647416889667511,0.2914203405380249,-0.6658065915107727,-0.5637563467025757,-0.7434219121932983,-0.3027611374855041,0.23595646023750305,0.7426998615264893,0
0.2675177156925201,-0.2641888856887817,-0.012755918316543102,-0.17006930708885193,-0.054189641028642654,-0.9032111167907716,-0.05063919350504875,-0.4671839773654938,-0.494314044713974,0.4141264855861664,0.8939723968505859,0
0.2263917028903961,-0.4046415686607361,-0.15736286342144012,-0.04982495307922363,-0.1883402019739151,-0.8597136735916138,-0.02482572570443153,-0.7325507998466492,-0.3453236222267151,0.3265329897403717,0.8749250173568726,0
0.17733334004878998,-0.3848162591457367,-0.06949448585510254,0.09439095109701157,-0.09071329981088637,-0.708200216293335,-0.07665415108203888,-0.38789916038513184,-0.32713425159454346,0.3931131362915039,0.8875882625579834,0
0.3888944387435913,-0.20832933485507965,-0.060255806893110275,-0.0639694333076477,0.04054200276732445,-0.8196826577186584,-0.2333994507789612,-0.5587096214294434,-0.3394220769405365,0.35588589310646057,0.8223524689674377,0
0.3805789351463318,-0.464081883430481,0.02796381525695324,-0.2376604378223419,0.1352701485157013,-0.6765108704566956,-0.3834646046161652,-0.6307401657104492,-0.2596574127674103,0.2347661256790161,0.7176756262779236,0
0.28892335295677185,-0.2898540496826172,-0.2163847237825393,-0.06250377744436264,0.06100500375032425,-0.8299010396003723,-0.11963414400815965,-0.6833316087722778,-0.3043401539325714,0.39217993617057795,0.9204436540603638,0
